,...1,Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
529,529,Psammocora stellata,30,5,Papagayo4,20250207.16,02/07/2025,64784,610.2,-2.4,87.7,15.12,50.8,99.4,48.6,0.489,362.6,0.23,0.74,444,0.16,5709,0.1,721014,--------,-------,1396,75240,900,125.6,145.1,19.5,0.134,164.4,0,0.134,543,0.033,13783,0.832,13784,--------,-------,11944,12005,83.7
530,530,Psammocora stellata,30,5,Papagayo4,20250207.16,02/07/2025,64798,900,-2.1,88.2,15.11,46.2,88.3,42.1,0.477,295.3,0.36,0.65,310,0.22,1809,0.13,139537,--------,-------,683,18473,900,102,119.3,17.3,0.145,159.3,0.13,0.18,433,0.021,11719,0.8,11755,--------,-------,9676,9718,103.4
531,531,Psammocora stellata,30,5,Papagayo4,20250207.16,02/07/2025,64807,837.9,-2.2,88.6,15.11,36.2,67.8,31.6,0.466,286.5,0.44,0.7,245,0.22,2604,0.08,123322,--------,-------,810,10955,1000,86.8,96.8,10,0.103,174.4,0,0.122,561,0.854,14499,0.023,17665,--------,-------,12751,12865,78.4
532,532,Psammocora stellata,31,5,Papagayo4,20250207.16,02/07/2025,64868,900,-2.2,88.1,15.1,30.1,44.6,14.6,0.326,230.5,0.39,0.67,285,0.15,1968,0.18,86870,--------,-------,587,16057,1100,41.8,47.9,6.1,0.128,210,0.3,0.219,664,0.025,11468,0.756,11521,--------,-------,9081,9141,110.1
533,533,Psammocora stellata,31,5,Papagayo4,20250207.16,02/07/2025,64877,900,-2.3,87.9,15.1,27.8,39.5,11.6,0.295,235.6,0.1,0.48,552,0.36,1296,0.16,1144903,--------,-------,869,184200,1200,40,47.5,7.4,0.157,212.7,0,0.274,609,0.628,6951,0.098,6968,--------,-------,5025,5215,199
534,534,Psammocora stellata,31,5,Papagayo4,20250207.16,02/07/2025,64887,900,-2.4,87.2,15.09,41.7,60.8,19.1,0.314,280.2,0.49,0.57,268,0.3,2144,0.13,266910,--------,-------,922,35891,1000,56.3,66.4,10.1,0.151,245.4,0.16,0.358,941,0.077,8336,0.565,8338,--------,-------,5472,5693,182.8
535,535,Psammocora stellata,31,5,Papagayo4,20250207.17,02/07/2025,64896,900,-2.5,87,15.09,24.1,34.4,10.3,0.298,173.8,0.58,0.43,299,0.33,1365,0.24,1054950,--------,-------,759,253642,1300,31.6,37.2,5.6,0.151,230.4,0.69,0.292,1011,0.639,10756,0.069,10756,--------,-------,7703,7915,129.8
536,536,Psammocora stellata,31,5,Papagayo4,20250207.17,02/07/2025,64906,900,-2.3,86.2,15.09,27.7,39.7,12,0.301,215.1,0.16,0.55,272,0.27,2565,0.18,1144903,--------,-------,1034,211049,1200,38,44.3,6.4,0.144,263.4,0.55,0.182,274,0.078,6608,0.741,6615,--------,-------,5367,5463,186.3
537,537,Psammocora stellata,31,5,Papagayo4,20250207.17,02/07/2025,64916,900,-2.4,86.5,15.09,25.8,41.4,15.6,0.378,301.2,0.56,0.66,222,0.22,2254,0.12,1144903,--------,-------,728,138162,1200,45.8,53.7,7.9,0.146,173.7,0.1,0.252,651,0.688,11397,0.06,11416,--------,-------,8513,8686,117.5
538,538,Psammocora stellata,32,5,Papagayo4,20250207.17,02/07/2025,64968,900,-2.4,88.6,15.07,33.7,57.4,23.8,0.414,228.4,0.12,0.58,333,0.33,1450,0.1,516750,--------,-------,738,51503,1100,50.1,59.6,9.5,0.16,231.8,0,0.298,593,0.067,8302,0.634,8303,--------,-------,5836,6002,171.3
539,539,Psammocora stellata,32,5,Papagayo4,20250207.17,02/07/2025,64984,900,-2.3,88.4,15.07,38.8,63.4,24.5,0.387,277.9,0.36,0.62,246,0.27,1857,0.11,84440,--------,-------,733,9873,1000,59.3,71.3,12,0.168,198,0,0.362,371,0.573,8565,0.065,8592,--------,-------,5394,5602,185.4
540,540,Psammocora stellata,32,5,Papagayo4,20250207.17,02/07/2025,64995,900,-2.4,88.6,15.06,26.1,42.1,16,0.379,229.9,0.47,0.65,349,0.2,5671,0.15,1144903,--------,-------,1590,172524,1200,55.4,63.1,7.7,0.123,245.9,0,0.267,1018,0.702,15467,0.031,15726,--------,-------,11488,11622,87
541,541,Psammocora stellata,32,5,Papagayo4,20250207.17,02/07/2025,65004,900,-2.4,88.9,15.06,34,60.1,26.1,0.434,264.7,0.12,0.67,219,0.22,1230,0.11,170326,--------,-------,471,19329,1100,62.7,73.3,10.7,0.145,142.3,0.04,0.241,847,0.027,13072,0.732,13102,--------,-------,10069,10150,99.3
542,542,Psammocora stellata,32,5,Papagayo4,20250207.17,02/07/2025,65014,900,-2.4,88.6,15.06,26.3,40.5,14.2,0.351,253.7,0.38,0.6,623,0.27,6797,0.14,855508,--------,-------,2533,119736,1300,39.9,48.1,8.2,0.171,161.6,0,0.364,551,0.581,9718,0.055,9728,--------,-------,6186,6382,161.7
543,543,Psammocora stellata,33,5,Papagayo4,20250207.17,02/07/2025,65122,900,-2.5,87,15.03,30.1,43.2,13.1,0.303,218.9,0.42,0.46,198,0.39,2677,0.15,128378,--------,-------,1333,20166,1100,37.4,44.9,7.5,0.167,139.9,0.38,0.429,608,0.079,6660,0.492,6664,--------,-------,3841,4064,260.3
544,544,Psammocora stellata,33,5,Papagayo4,20250207.17,02/07/2025,65133,900,-2.5,85.7,15.03,25,35.2,10.3,0.291,290.6,0.43,0.58,430,0.26,11155,0.16,1028064,--------,-------,3730,167687,1300,31.5,36.3,4.7,0.131,227.5,0,0.444,970,0.49,9806,0.066,9813,--------,-------,5603,5881,178.5
545,545,Psammocora stellata,33,5,Papagayo4,20250207.18,02/07/2025,65144,900,-2.5,86.5,15.03,27.8,47.1,19.2,0.409,236.7,0.34,0.57,256,0.31,2440,0.11,901055,--------,-------,1031,103510,1100,44.4,51.8,7.4,0.144,344.8,0.01,0.313,783,0.595,7734,0.092,7759,--------,-------,5339,5563,187.3
546,546,Psammocora stellata,33,5,Papagayo4,20250207.18,02/07/2025,65153,900,-2.5,86.5,15.02,35.4,53.3,17.8,0.335,267,0.31,0.67,360,0.17,5632,0.16,171193,--------,-------,1448,27977,1100,51,63.9,13,0.203,145.7,0.16,0.384,300,0.066,6697,0.551,6699,--------,-------,4071,4243,245.7
547,547,Psammocora stellata,33,5,Papagayo4,20250207.18,02/07/2025,65165,900,-2.4,87.1,15.02,20.3,29.1,8.8,0.302,158.2,0.51,0.43,586,0.35,7596,0.22,901055,--------,-------,3734,201079,1300,23.6,27.7,4.1,0.149,353.9,0.01,0.42,822,0.055,835,0.525,9544,--------,-------,5669,5401,176.4
548,548,Psammocora stellata,33,5,Papagayo4,20250207.18,02/07/2025,65176,900,-2.5,86.7,15.02,26.9,40.4,13.6,0.336,215.3,0.33,0.38,312,0.37,2105,0.25,80604,--------,-------,1200,20971,1200,32.5,40.2,7.7,0.191,246.2,0.01,0.42,350,0.068,4206,0.512,4214,--------,-------,2471,2589,404.6
549,549,Pocillopora,1,10,Papagayo5,20250208,02/08/2025,52650,900,4.4,59.6,16.64,32.7,65.6,33,0.502,285.6,0.2,0.54,300,0.34,931,0.13,17125,--------,-------,543,2669,1000,71.1,82.3,11.2,0.136,234.2,0,0.194,812,0.074,8027,0.732,8033,--------,-------,6522,6634,153.3
550,550,Pocillopora,1,10,Papagayo5,20250208,02/08/2025,52660,900,4.1,59.9,16.63,41.5,86.5,44.9,0.52,276,0.23,0.74,442,0.19,3334,0.06,480966,--------,-------,1042,30847,1000,94.8,106.6,11.8,0.11,285.2,0.01,0.116,653,0.8,8520,0.084,8533,--------,-------,7523,7608,132.9
551,551,Pocillopora,1,10,Papagayo5,20250208,02/08/2025,52669,900,4,62.5,16.62,30.4,59.8,29.4,0.492,325.6,0.38,0.62,221,0.3,1027,0.08,36059,--------,-------,482,3476,1100,74.2,87,12.9,0.148,189.6,0.12,0.169,510,0.766,8935,0.066,8939,--------,-------,7412,7512,134.9
552,552,Pocillopora,1,10,Papagayo5,20250208,02/08/2025,52680,900,3.8,62.8,16.62,33.8,70,36.3,0.518,257.5,0.1,0.73,455,0.2,2654,0.08,80134,--------,-------,926,6899,1100,77.9,90.1,12.2,0.135,144.5,0.14,0.206,388,0.058,8664,0.735,8684,--------,-------,6864,6970,145.7
553,553,Pocillopora,1,10,Papagayo5,20250208.01,02/08/2025,52698,700.6,3.7,62.3,16.61,32.3,65.6,33.3,0.508,294.7,0.23,0.7,378,0.18,2613,0.12,30708,--------,-------,841,4322,1100,80.8,89,8.2,0.092,308.5,0.01,0.09,848,0.849,11517,0.06,11529,--------,-------,10489,10552,95.3
554,554,Pocillopora,2,10,Papagayo5,20250208.01,02/08/2025,53061,900,3.9,72.4,16.45,25.1,45.5,20.4,0.449,256.2,0.47,0.54,597,0.17,949,0.29,13642,--------,-------,681,4390,1300,48.4,56.1,7.7,0.138,190.2,0,0.291,1061,0.608,6739,0.101,6774,--------,-------,4903,5092,204
555,555,Pocillopora,2,10,Papagayo5,20250208.01,02/08/2025,53072,861.5,3.8,73.1,16.45,37.7,75.6,37.8,0.501,294.6,0.27,0.62,348,0.32,1600,0.06,61133,--------,-------,771,4605,1000,95.3,111.1,15.8,0.142,162.4,0.07,0.198,849,0.045,9264,0.757,9273,--------,-------,7526,7605,132.9
556,556,Pocillopora,2,10,Papagayo5,20250208.01,02/08/2025,53081,835.3,3.8,73.1,16.45,45.3,97.3,52,0.535,283.5,0.22,0.6,282,0.32,1634,0.08,120391,--------,-------,754,9857,1000,102.9,120.6,17.7,0.147,172.9,0,0.227,671,0.057,9891,0.715,9902,--------,-------,7676,7803,130.3
557,557,Pocillopora,2,10,Papagayo5,20250208.01,02/08/2025,53090,900,3.8,72.1,16.44,40.2,82.4,42.1,0.512,282.6,0.3,0.53,157,0.41,1238,0.06,52643,--------,-------,627,3728,1000,88.1,100.3,12.2,0.121,206.3,0,0.185,994,0.752,8569,0.062,8602,--------,-------,7072,7167,141.4
558,558,Pocillopora,3,10,Papagayo5,20250208.01,02/08/2025,53099,823,3.7,73,16.44,33.3,68.6,35.4,0.515,252.5,0.23,0.57,256,0.38,1957,0.05,102434,--------,-------,934,6365,1100,71.9,81.2,9.3,0.114,222.3,0,0.218,734,0.721,10612,0.062,10641,--------,-------,8319,8462,120.2
559,559,Pocillopora,3,10,Papagayo5,20250208.01,02/08/2025,53274,843.1,3.6,75.8,16.39,39.9,81.3,41.4,0.509,295.8,0.22,0.53,467,0.35,1041,0.12,43371,--------,-------,697,5904,1000,88.7,99.7,11,0.11,301.4,0.01,0.168,659,0.741,8220,0.091,8230,--------,-------,6826,6953,146.5
560,560,Pocillopora,3,10,Papagayo5,20250208.01,02/08/2025,53283,527.5,3.6,75.4,16.39,43,89.2,46.3,0.518,317.9,0.38,0.57,244,0.29,1432,0.14,32963,--------,-------,638,5162,1000,109.4,122.2,12.8,0.105,226.3,0.01,0.101,956,0.802,15029,0.097,15039,--------,-------,13457,13610,74.3
561,561,Pocillopora,3,10,Papagayo5,20250208.01,02/08/2025,53295,752.6,3.6,75.4,16.39,34.9,73.3,38.4,0.524,295.6,0.22,0.7,357,0.22,3685,0.08,901055,--------,-------,1159,69610,1100,87.9,102.3,14.5,0.141,147,0.08,0.19,490,0.772,10689,0.037,10694,--------,-------,8673,8748,115.3
562,562,Pocillopora,3,10,Papagayo5,20250208.01,02/08/2025,53303,900,3.6,75.8,16.38,30.6,60.8,30.2,0.497,265.6,0.32,0.54,396,0.29,1106,0.16,46597,--------,-------,645,8170,1100,69.5,78.3,8.9,0.113,220.5,0.01,0.137,1051,0.787,8987,0.077,8993,--------,-------,7813,7903,128
563,563,Pocillopora,3,10,Papagayo5,20250208.02,02/08/2025,53312,900,3.5,75.3,16.38,42.9,85.1,42.2,0.496,306.4,0.41,0.67,296,0.26,3456,0.07,94036,--------,-------,1166,7694,1000,103.8,119.2,15.4,0.129,199.1,0.05,0.219,449,0.731,9990,0.05,9990,--------,-------,7795,7905,128.3
564,564,Pocillopora,4,10,Papagayo5,20250208.02,02/08/2025,53327,630,3.5,75.3,16.38,45.2,91.2,46,0.504,336.2,0.23,0.61,501,0.28,1880,0.11,66913,--------,-------,938,8260,900,116.3,128.8,12.5,0.097,230.1,0,0.077,816,0.848,12585,0.075,12595,--------,-------,11607,11681,86.2
565,565,Pocillopora,4,10,Papagayo5,20250208.02,02/08/2025,53337,532.7,3.5,75.1,16.38,45.1,92.3,47.2,0.511,347.6,0.28,0.63,303,0.28,1857,0.09,76746,--------,-------,787,7567,900,101.5,117.8,16.3,0.138,185,0,0.26,619,0.061,12695,0.679,12705,--------,-------,9362,9567,106.8
566,566,Pocillopora,4,10,Papagayo5,20250208.02,02/08/2025,53347,900,3.5,75.8,16.37,29,57.9,28.9,0.499,326.9,0.2,0.76,345,0.18,3910,0.06,137454,--------,-------,1012,9543,1100,76.3,85.6,9.3,0.109,188.6,0,0.098,603,0.817,9488,0.085,9491,--------,-------,8536,8617,117.2
567,567,Pocillopora,4,10,Papagayo5,20250208.02,02/08/2025,53361,651.1,3.5,75.7,16.36,48,101.4,53.4,0.527,345.4,0.25,0.58,322,0.3,1709,0.12,35804,--------,-------,799,4964,900,123.6,137.7,14.1,0.102,242.3,0.01,0.069,761,0.869,11974,0.062,11983,--------,-------,11145,11197,89.7
568,568,Pocillopora,4,10,Papagayo5,20250208.02,02/08/2025,53371,687,3.6,74.7,16.37,46,96.3,50.3,0.523,327.4,0.2,0.68,368,0.24,2007,0.08,96055,--------,-------,792,8803,900,109.4,125.9,16.6,0.132,195.6,0,0.251,754,0.702,11228,0.047,11252,--------,-------,8466,8596,118.1
569,569,Pocillopora,5,10,Papagayo5,20250208.02,02/08/2025,53404,900,4.4,75,16.36,51.7,108.9,57.2,0.525,298.3,0.32,0.68,410,0.27,3902,0.05,361718,--------,-------,1397,20793,900,115.2,133.2,18,0.135,230.9,0,0.24,1075,0.683,7897,0.076,7951,--------,-------,6122,6262,163.3
570,570,Pocillopora,5,10,Papagayo5,20250208.02,02/08/2025,53413,900,4.4,75.1,16.35,39.3,82,42.7,0.521,255.4,0.34,0.48,261,0.42,1402,0.1,42595,--------,-------,793,4940,1000,84.9,98.1,13.2,0.134,300.5,0.01,0.242,1012,0.664,8228,0.094,8259,--------,-------,6298,6483,158.8
571,571,Pocillopora,5,10,Papagayo5,20250208.02,02/08/2025,53423,582.1,4.3,74.9,16.35,38.6,80.3,41.7,0.519,224.1,0.26,0.61,307,0.29,2484,0.1,63690,--------,-------,1010,7409,1000,89.2,102,12.7,0.125,161.9,0.4,0.109,503,0.874,16399,0.017,16449,--------,-------,14637,14668,68.3
572,572,Pocillopora,5,10,Papagayo5,20250208.02,02/08/2025,53434,900,4.4,75.7,16.35,29.7,60.1,30.4,0.505,234.7,0.26,0.7,442,0.25,5909,0.05,151341,--------,-------,1894,9033,1100,56.2,66,9.8,0.148,202.6,0,0.185,740,0.746,8975,0.069,8999,--------,-------,7335,7450,136.3
573,573,Pocillopora,5,10,Papagayo5,20250208.03,02/08/2025,53444,900,4.4,75.4,16.34,44,96,52,0.542,295.2,0.16,0.61,406,0.31,2032,0.08,137997,--------,-------,955,12160,900,97,113.2,16.2,0.143,175.8,0,0.176,777,0.054,7587,0.771,7596,--------,-------,6331,6398,158
574,574,Pavona,6,10,Papagayo5,20250208.03,02/08/2025,53831,710.6,3.2,78.4,16.27,58.3,114.1,55.8,0.489,322.1,0.1,0.6,308,0.32,1604,0.07,138655,--------,-------,760,11073,800,122.3,140.7,18.4,0.131,188.1,0,0.227,743,0.029,11299,0.744,11325,--------,-------,8853,8922,113
575,575,Pavona,6,10,Papagayo5,20250208.03,02/08/2025,53839,612.2,3.1,78.8,16.27,69.2,141.1,71.9,0.509,316.8,0.03,0.66,289,0.27,2030,0.06,107540,--------,-------,796,7650,700,156.7,177.5,20.8,0.117,250.2,0,0.165,700,0.765,12514,0.069,12524,--------,-------,10414,10560,96
576,576,Pavona,6,10,Papagayo5,20250208.03,02/08/2025,53847,778.3,3.1,78.8,16.27,62.3,119.5,57.2,0.478,297.8,0.13,0.66,301,0.26,1692,0.08,55236,--------,-------,698,5160,800,124.8,143.9,19.2,0.133,255.5,0,0.265,574,0.661,10687,0.074,10689,--------,-------,7791,8005,128.4
577,577,Pavona,6,10,Papagayo5,20250208.03,02/08/2025,53858,736.3,3,78.7,16.26,60.1,121.6,61.5,0.506,307.6,0.02,0.59,315,0.31,1503,0.1,68158,--------,-------,724,7151,800,131.7,150.5,18.9,0.125,188.3,0,0.175,657,0.063,10556,0.762,10565,--------,-------,8718,8834,114.7
578,578,Pavona,6,10,Papagayo5,20250208.03,02/08/2025,53868,741.8,3,78.8,16.26,64.6,121.4,56.8,0.468,283.3,0,0.56,506,0.33,1695,0.11,72502,--------,-------,944,8840,800,126.9,144.5,17.5,0.121,199.7,0,0.244,541,0.685,10375,0.071,10378,--------,-------,7787,7971,128.4
579,579,Pavona,7,10,Papagayo5,20250208.03,02/08/2025,54218,650.3,1.9,80.5,16.23,66.1,132.6,66.5,0.502,316.1,0.17,0.67,370,0.22,2346,0.11,63281,--------,-------,860,7431,800,156.9,178.1,21.2,0.119,208.5,0,0.199,528,0.702,12915,0.1,12939,--------,-------,10183,10458,98.2
580,580,Pavona,7,10,Papagayo5,20250208.03,02/08/2025,54227,572.4,1.9,80.4,16.22,66.2,131.4,65.2,0.496,321.5,0.02,0.63,500,0.22,1597,0.15,42236,--------,-------,785,6932,800,142.1,161.2,19.1,0.119,198.9,0.05,0.168,722,0.79,15223,0.042,15226,--------,-------,12681,12788,78.9
581,581,Pavona,7,10,Papagayo5,20250208.03,02/08/2025,54237,593.7,1.9,79.7,16.21,67,120.5,53.5,0.444,320.9,0.23,0.52,562,0.38,1498,0.09,54397,--------,-------,958,5983,800,137.4,157.6,20.2,0.128,209.3,0.13,0.244,404,0.035,15083,0.721,15090,--------,-------,11373,11501,87.9
582,582,Pavona,7,10,Papagayo5,20250208.03,02/08/2025,54249,662.3,1.9,80.9,16.21,62.4,119,56.6,0.476,293.4,0.08,0.65,395,0.26,2221,0.09,106341,--------,-------,916,10372,800,131,150.7,19.7,0.131,166.9,0.09,0.197,603,0.042,13018,0.761,13037,--------,-------,10482,10589,95.4
583,583,Pavona,7,10,Papagayo5,20250208.04,02/08/2025,54258,621.9,1.9,80.4,16.21,71.3,138.7,67.4,0.486,325.9,0.05,0.69,447,0.23,2889,0.08,144783,--------,-------,1057,12484,700,145.1,166.2,21,0.127,182,0.06,0.173,556,0.787,14791,0.04,14819,--------,-------,12227,12331,81.8
584,584,Pavona,8,10,Papagayo5,20250208.04,02/08/2025,54278,498,1.7,80.3,16.21,64,131.9,67.9,0.514,374.5,0.13,0.63,437,0.25,1728,0.12,70367,--------,-------,800,9380,800,153.8,176.5,22.7,0.128,207,0,0.239,530,0.721,14942,0.04,14956,--------,-------,11353,11498,88.1
585,585,Pavona,8,10,Papagayo5,20250208.04,02/08/2025,54286,502,1.7,80.5,16.21,59.2,117.2,58,0.495,331,0.25,0.62,437,0.28,2264,0.1,143570,--------,-------,1006,15064,800,139.1,159.5,20.5,0.128,186.8,0.13,0.188,470,0.017,16008,0.796,16036,--------,-------,13065,13115,76.5
586,586,Pavona,8,10,Papagayo5,20250208.04,02/08/2025,54296,491.7,1.7,80.9,16.21,71.3,146.5,75.3,0.514,332,0,0.59,372,0.31,1632,0.1,60087,--------,-------,803,6990,700,165.8,193.5,27.7,0.143,174,0.04,0.222,575,0.04,14332,0.738,14343,--------,-------,11161,11287,89.6
587,587,Pavona,8,10,Papagayo5,20250208.04,02/08/2025,54305,567.6,1.6,81,16.21,68.4,138,69.6,0.504,369.1,0.09,0.72,606,0.16,2633,0.12,77111,--------,-------,977,10078,700,163.1,185,21.9,0.118,253.8,0,0.168,600,0.764,12617,0.068,12633,--------,-------,10452,10601,95.7
588,588,Pavona,8,10,Papagayo5,20250208.04,02/08/2025,54313,472,1.7,80.2,16.21,74.1,155.9,81.8,0.525,344.7,0.03,0.51,223,0.37,1197,0.11,48458,--------,-------,635,6062,700,174.9,198.4,23.5,0.118,227,0,0.14,771,0.766,14442,0.094,14459,--------,-------,12329,12530,81.1
589,589,Pavona,9,10,Papagayo5,20250208.04,02/08/2025,54329,576,1.6,81,16.21,70.9,143.2,72.3,0.505,369.3,0.09,0.51,279,0.39,1442,0.1,76679,--------,-------,780,8269,700,160.7,181.5,20.8,0.114,190.9,0,0.165,664,0.076,12603,0.759,12608,--------,-------,10476,10637,95.5
590,590,Pavona,9,10,Papagayo5,20250208.04,02/08/2025,54338,746.1,1.5,80.7,16.2,61.5,117.5,56,0.477,334,0.1,0.55,439,0.33,1583,0.12,76359,--------,-------,864,9783,800,135.3,153.7,18.4,0.12,177.8,0,0.197,491,0.064,9492,0.74,9521,--------,-------,7625,7744,131.2
591,591,Pavona,9,10,Papagayo5,20250208.04,02/08/2025,54347,507.3,1.5,81.3,16.2,73.8,146,72.2,0.495,358.3,0.06,0.54,309,0.35,1342,0.11,50810,--------,-------,718,6235,700,171.9,193.7,21.8,0.113,174.9,0,0.174,504,0.782,14636,0.044,14666,--------,-------,12059,12172,82.9
592,592,Pavona,9,10,Papagayo5,20250208.04,02/08/2025,54357,522.3,1.5,81.4,16.2,71.1,145.5,74.5,0.512,326.2,0.09,0.63,294,0.29,2127,0.08,95438,--------,-------,871,8034,700,153.5,175.3,21.7,0.124,169.7,0.14,0.173,755,0.025,16529,0.803,16542,--------,-------,13746,13815,72.7
593,593,Pavona,9,10,Papagayo5,20250208.05,02/08/2025,54372,563.7,1.5,80.9,16.2,61.4,122.7,61.3,0.5,331.7,0.18,0.56,235,0.33,1245,0.11,51989,--------,-------,612,6394,800,128.6,148.3,19.6,0.132,177.4,0,0.24,542,0.722,12372,0.038,12377,--------,-------,9417,9529,106.2
594,594,Porites,10,10,Papagayo5,20250208.05,02/08/2025,54910,900,-0.3,82.4,16.13,48.3,90.5,42.2,0.466,272.4,0.31,0.48,321,0.4,1456,0.12,96232,--------,-------,835,12288,900,92.7,109.2,16.5,0.151,141.3,0.02,0.264,601,0.662,9942,0.074,9958,--------,-------,7280,7479,137.4
595,595,Porites,10,10,Papagayo5,20250208.05,02/08/2025,54918,900,-0.3,82.6,16.13,42.9,80.8,38,0.47,309.9,0.16,0.75,609,0.16,5088,0.09,314863,--------,-------,1400,30641,900,97.4,109.5,12.1,0.111,220.1,0,0.202,718,0.073,9139,0.725,9144,--------,-------,7307,7441,136.9
596,596,Porites,10,10,Papagayo5,20250208.05,02/08/2025,54926,716,-0.3,82.8,16.12,45.6,90.7,45.1,0.497,268.6,0.1,0.6,428,0.3,1908,0.1,173958,--------,-------,915,18167,1000,94.2,107.5,13.3,0.124,216.3,0,0.228,631,0.71,11826,0.061,11836,--------,-------,9102,9270,109.9
597,597,Porites,10,10,Papagayo5,20250208.05,02/08/2025,54936,900,-0.4,82.1,16.12,44.6,84.1,39.5,0.47,304.4,0.29,0.72,493,0.21,7276,0.07,177912,--------,-------,2030,13576,900,84.8,95.4,10.6,0.111,278.5,0.01,0.172,888,0.051,8812,0.777,8830,--------,-------,7394,7467,135.3
598,598,Porites,10,10,Papagayo5,20250208.05,02/08/2025,54944,676.2,-0.1,82.5,16.12,52.8,107.2,54.4,0.507,283.9,0.21,0.53,256,0.37,1692,0.11,90370,--------,-------,843,10298,900,116.8,129.9,13.1,0.101,206,0,0.141,764,0.831,13627,0.028,13631,--------,-------,11760,11812,85
599,599,Pavona,11,10,Papagayo5,20250208.05,02/08/2025,55220,473.3,-0.9,83.8,16.07,72.9,143.2,70.3,0.491,385.9,0.16,0.48,219,0.4,1311,0.12,64502,--------,-------,714,8557,700,171.9,188.5,16.6,0.088,200.2,0,0.136,507,0.805,16391,0.058,16467,--------,-------,14092,14231,71
600,600,Pavona,11,10,Papagayo5,20250208.05,02/08/2025,55230,574,-1,83.3,16.07,69.6,136.1,66.5,0.489,383.7,0.14,0.66,380,0.24,2022,0.1,60300,--------,-------,817,6871,700,150.2,171.6,21.4,0.125,214.2,0,0.203,615,0.061,14438,0.736,14447,--------,-------,11454,11637,87.3
601,601,Pavona,11,10,Papagayo5,20250208.05,02/08/2025,55238,480.8,-1,83.9,16.06,64.4,128.6,64.2,0.499,361.9,0.1,0.69,458,0.19,3149,0.12,114088,--------,-------,1044,14609,800,123.4,140.4,17,0.121,222.1,0,0.195,648,0.765,15950,0.041,16027,--------,-------,12841,12970,77.9
602,602,Pavona,11,10,Papagayo5,20250208.06,02/08/2025,55249,407.7,-1.1,83.8,16.06,59.5,118.2,58.7,0.497,366.2,0.12,0.73,442,0.15,2966,0.12,83577,--------,-------,884,10632,800,128,145.4,17.4,0.12,223.1,0,0.215,690,0.743,16590,0.042,16600,--------,-------,13028,13178,76.8
603,603,Pavona,11,10,Papagayo5,20250208.06,02/08/2025,55259,497.2,-1,84.1,16.06,63.7,123.9,60.2,0.486,373.3,0.12,0.52,440,0.33,1273,0.14,53008,--------,-------,763,8301,800,126.9,144.1,17.2,0.119,194.5,0,0.189,522,0.774,14823,0.037,14837,--------,-------,12013,12118,83.2
604,604,Pavona,12,10,Papagayo5,20250208.06,02/08/2025,55787,464.1,-1.8,84.9,15.96,51.4,101,49.6,0.491,337.5,0.13,0.72,637,0.15,2162,0.13,53194,--------,-------,895,7605,800,113.4,127.4,14,0.11,257.8,0,0.195,616,0.12,14233,0.685,14235,--------,-------,11211,11573,89.2
605,605,Pavona,12,10,Papagayo5,20250208.06,02/08/2025,55795,521.9,-1.8,84.3,15.95,53.7,104.8,51.1,0.487,343.5,0.08,0.68,502,0.19,2090,0.13,66761,--------,-------,846,9431,800,122.2,138.8,16.6,0.119,182.3,0,0.205,480,0.703,14968,0.092,14994,--------,-------,11703,12006,85.4
606,606,Pavona,12,10,Papagayo5,20250208.06,02/08/2025,55805,454.4,-1.8,84.2,15.94,51.7,104.1,52.5,0.504,363.3,0.1,0.69,456,0.17,2532,0.14,42419,--------,-------,877,6722,900,118.5,136.7,18.1,0.133,181.1,0.08,0.189,786,0.781,18030,0.03,18036,--------,-------,14673,14775,68.2
607,607,Pavona,12,10,Papagayo5,20250208.06,02/08/2025,55813,611.1,-1.8,84.6,15.94,51.4,100.8,49.4,0.49,350.6,0.04,0.64,387,0.25,1818,0.1,53039,--------,-------,790,6267,900,113.2,130,16.7,0.129,185.5,0.17,0.195,528,0.025,14193,0.779,14196,--------,-------,11455,11525,87.3
608,608,Pavona,12,10,Papagayo5,20250208.06,02/08/2025,55822,705.9,-1.8,84.7,15.93,51.7,100.4,48.7,0.485,334.7,0.15,0.72,447,0.16,2496,0.12,74326,--------,-------,826,9812,900,114.6,126.8,12.2,0.096,246.6,0.01,0.1,774,0.838,12643,0.061,12662,--------,-------,11376,11455,87.9
609,609,Pavona,13,10,Papagayo5,20250208.06,02/08/2025,55890,452.6,-1.9,85.2,15.92,61.3,121.8,60.5,0.497,360.7,0.06,0.73,523,0.16,3862,0.12,106592,--------,-------,1114,13502,800,142.5,162.6,20.1,0.123,170.6,0.12,0.229,424,0.034,17294,0.736,17319,--------,-------,13309,13446,75.1
610,610,Pavona,13,10,Papagayo5,20250208.06,02/08/2025,55899,477.9,-1.9,85,15.92,65.9,120.1,54.2,0.451,351.2,0.24,0.54,482,0.34,1604,0.12,37628,--------,-------,914,5417,800,141.3,160.2,18.9,0.118,201.3,0,0.197,723,0.745,14613,0.058,14631,--------,-------,11707,11876,85.4
